value,years,place,lat,lon
1150,3,Rosemont College,40.034771,-75.329898
1151,3,Saint Francis University,40.502782,-78.638469
1152,3,Saint Joseph's University,39.994442,-75.238343
1153,3,Saint Vincent College,40.29252,-79.403702
1154,3,University of Scranton,41.40715,-75.658031
1155,3,Seton Hill University,40.308623,-79.556228
1156,3,Shippensburg University of Pennsylvania,40.057405,-77.5229
1157,3,Slippery Rock University of Pennsylvania,41.060814,-80.051814
1158,3,Susquehanna University,40.79774,-76.87521
1159,3,Swarthmore College,39.904081,-75.356066
1160,3,Temple University,39.980943,-75.158267
1161,3,Thiel College,41.41308,-80.382134
1162,3,Ursinus College,40.19405,-75.455654
1163,3,Valley Forge Christian College,40.118341,-75.54864
1164,3,Villanova University,40.039388,-75.345457
1165,3,Washington & Jefferson College,40.171898,-80.240388
1166,3,Waynesburg University,39.899419,-80.18727
1167,3,West Chester University of Pennsylvania,39.949084,-75.594631
1168,3,Westminster College,41.118456,-80.331376
1169,3,Widener University-Main Campus,39.86158,-75.356718
1170,3,Wilkes University,41.243204,-75.88833
1171,3,Wilson College,39.947461,-77.658075
1172,3,York College Pennsylvania,39.946709,-76.727266
1173,3,Brown University,41.827605,-71.404467
1174,3,Bryant University,41.920149,-71.539147
1175,3,Johnson & Wales University-Providence,41.820558,-71.413322
1176,3,New England Institute of Technology,41.661783,-71.502892
1177,3,Providence College,41.844064,-71.43792
1178,3,Rhode Island College,41.84266,-71.466915
1179,3,University of Rhode Island,41.484691,-71.527356
1180,3,Roger Williams University,41.647314,-71.261836
1181,3,Salve Regina University,41.471445,-71.301125
1182,3,Allen University,34.010348,-81.020045
1183,3,Anderson University,34.515506,-82.640205
1184,3,Charleston Southern University,32.981986,-80.069288
1185,3,Benedict College,34.011285,-81.021412
1186,3,Southern Wesleyan University,34.728068,-82.761586
1187,3,College of Charleston,32.783142,-79.937251
1188,3,Citadel Military College of South Carolina,32.796975,-79.961399
1189,3,Claflin University,33.497367,-80.854368
1190,3,Clemson University,34.677329,-82.834463
1191,3,Coker College,34.37709,-80.067713
1192,3,Columbia International University,34.081233,-81.069502
1193,3,Columbia College,34.062923,-81.001369
1194,3,Converse College,34.956232,-81.918829
1195,3,Erskine College,34.330674,-82.390797
1196,3,Francis Marion University,34.192277,-79.655515
1197,3,Furman University,34.920785,-82.441473
1198,3,Lander University,34.201143,-82.166351
1199,3,Limestone College,35.052919,-81.648033
1200,3,Morris College,33.938707,-80.346346
1201,3,Newberry College,34.286201,-81.601966
1202,3,North Greenville University,35.069758,-82.37026
1203,3,Presbyterian College,34.465697,-81.874408
1204,3,University of South Carolina-Aiken,33.572917,-81.767901
1205,3,University of South Carolina-Beaufort,32.303308,-80.973595
1206,3,University of South Carolina-Columbia,33.998973,-81.026971
1207,3,Coastal Carolina University,33.794733,-79.0126
1208,3,South Carolina State University,33.497439,-80.851185
1209,3,University of South Carolina-Upstate,34.996403,-81.970583
1210,3,Voorhees College,33.307455,-81.130104
1211,3,Winthrop University,34.938506,-81.028667
1212,3,Wofford College,34.957914,-81.934572
1213,3,Augustana College,43.525939,-96.738507
1214,3,Black Hills State University,44.495536,-103.870009
1215,3,Dakota State University,44.0127,-97.109609
1216,3,Dakota Wesleyan University,43.695995,-98.030566
1217,3,Mount Marty College,42.874475,-97.409904
1218,3,Northern State University,45.452555,-98.4837
1219,3,Presentation College,45.482833,-98.49077
1220,3,South Dakota State University,44.31942,-96.783415
1221,3,University of Sioux Falls,43.531574,-96.738229
1222,3,University of South Dakota,42.784558,-96.924664
1223,3,Aquinas College,36.132187,-86.844214
1224,3,Austin Peay State University,36.533319,-87.354081
1225,3,Belmont University,36.133866,-86.794715
1226,3,Bethel University,36.139271,-88.516162
1227,3,Bryan College-Dayton,35.495721,-85.016596
1228,3,Carson-Newman University,36.122224,-83.492183
1229,3,Christian Brothers University,35.127437,-89.983241
1230,3,Cumberland University,36.204243,-86.29966
1231,3,Lipscomb University,36.10469,-86.799304
1232,3,East Tennessee State University,36.301643,-82.366954
1233,3,Fisk University,36.16912,-86.805671
1234,3,Welch College,36.134633,-86.826158
1235,3,Freed-Hardeman University,35.440073,-88.639418
1236,3,King University,36.585899,-82.156532
1237,3,Lane College,35.628197,-88.806832
1238,3,Le Moyne-Owen College,35.118641,-90.034101
1239,3,Lee University,35.166166,-84.870018
1240,3,Lincoln Memorial University,36.581284,-83.658818
1241,3,Martin Methodist College,35.200662,-87.035085
1242,3,Maryville College,35.751969,-83.963853
1243,3,University of Memphis,35.115934,-89.982038
1244,3,Middle Tennessee State University,35.849139,-86.362094
1245,3,Milligan College,36.30036,-82.29499
1246,3,Rhodes College,35.154424,-89.989187
1247,3,Sewanee-The University of the South,35.20443,-85.917772
1248,3,Southern Adventist University,35.049136,-85.050878
1249,3,Tennessee Wesleyan College,35.444939,-84.592647
1250,3,The University of Tennessee-Chattanooga,35.048247,-85.299812
1251,3,The University of Tennessee-Knoxville,35.955093,-83.929696
1252,3,The University of Tennessee-Martin,36.340338,-88.864211
1253,3,Tennessee State University,36.16899,-86.82937
1254,3,Tennessee Technological University,36.174659,-85.503957
1255,3,Trevecca Nazarene University,36.142115,-86.753566
1256,3,Tusculum College,36.172558,-82.761716
1257,3,Union University,35.676896,-88.858524
1258,3,Vanderbilt University,36.14443,-86.804875
1259,3,Abilene Christian University,32.46915,-99.70954
1260,3,Angelo State University,31.44145,-100.466495
1261,3,Austin College,33.646307,-96.598772
1262,3,Baylor University,31.545956,-97.119359
1263,3,Concordia University-Texas,30.420952,-97.836247
1264,3,Texas A & M University-Corpus Christi,27.718601,-97.331933
1265,3,Dallas Baptist University,32.710017,-96.947006
1266,3,University of Dallas,32.846202,-96.921573
1267,3,East Texas Baptist University,32.554545,-94.374337
1268,3,Texas A & M University-Texarkana,33.49561,-94.10398
1269,3,Texas A & M University-Commerce,33.243814,-95.906913
1270,3,Hardin-Simmons University,32.476786,-99.733815
1271,3,Houston Baptist University,29.694414,-95.515978
1272,3,University of Houston-Clear Lake,29.582523,-95.098129
1273,3,University of Houston-Downtown,29.763831,-95.35953
1274,3,University of Houston-Victoria,28.816438,-96.978193
1275,3,University of Houston,29.719988,-95.344851
1276,3,Howard Payne University,31.716345,-98.984956
1277,3,Huston-Tillotson University,30.264672,-97.721698
1278,3,University of the Incarnate Word,29.468052,-98.467709
1279,3,Jarvis Christian College,32.588249,-95.17773
1280,3,Lamar University,30.044274,-94.073389
1281,3,Texas A & M International University,27.573504,-99.435225
1282,3,LeTourneau University,32.467658,-94.72726
1283,3,Lubbock Christian University,33.576273,-101.934816
1284,3,University of Mary Hardin-Baylor,31.066798,-97.463479
1285,3,McMurry University,32.429551,-99.750277
1286,3,Midwestern State University,33.877143,-98.51774
1287,3,University of North Texas,33.210958,-97.151211
1288,3,Our Lady of the Lake University,29.425611,-98.54395
1289,3,The University of Texas-Pan American,26.306629,-98.172112
1290,3,The University of Texas at Brownsville,25.893584,-97.486644
1291,3,Paul Quinn College,32.677195,-96.755864
1292,3,Prairie View A & M University,30.094591,-95.992066
1293,3,Rice University,29.716485,-95.403625
1294,3,Saint Edward's University,30.229844,-97.75763
1295,3,University of St Thomas,29.738113,-95.394178
1296,3,Sam Houston State University,30.7247,-95.5519
1297,3,Schreiner University,30.03108,-99.131076
1298,3,St Mary's University,29.451793,-98.564307
1299,3,Southern Methodist University,32.845254,-96.784855
1300,3,Southwestern Assemblies of God University,32.405477,-96.85315
1301,3,Southwestern University,30.635194,-97.664637
1302,3,Stephen F Austin State University,31.58562,-94.58546
1303,3,Texas State University,29.889202,-97.936392
1304,3,Southwestern Adventist University,32.397136,-97.328511
1305,3,Southwestern Christian College,32.735778,-96.286747
1306,3,Sul Ross State University,30.363418,-103.65007
1307,3,Tarleton State University,32.215665,-98.22008
1308,3,Texas A & M University-Kingsville,27.524852,-97.882342
1309,3,Texas A & M University-Galveston,29.315257,-94.818532
1310,3,Texas A & M University-College Station,30.613226,-96.340322
1311,3,The University of Texas at Arlington,32.728437,-97.115087
1312,3,The University of Texas at Austin,30.284733,-97.737279
1313,3,The University of Texas at Dallas,32.989432,-96.748371
1314,3,The University of Texas at El Paso,31.771697,-106.50356
1315,3,The University of Texas at Tyler,32.314724,-95.249096
1316,3,Texas Christian University,32.709568,-97.361537
1317,3,Texas College,32.374185,-95.312259
1318,3,Texas Lutheran University,29.573274,-97.984601
1319,3,The University of Texas of the Permian Basin,31.889509,-102.329634
1320,3,The University of Texas at San Antonio,29.582418,-98.621386
1321,3,Texas Southern University,29.722468,-95.361961
1322,3,Texas Tech University,33.580309,-101.876917
1323,3,Texas Wesleyan University,32.733314,-97.279631
1324,3,Texas Woman's University,33.227002,-97.129088
1325,3,Trinity University,29.46286,-98.482577
1326,3,Wayland Baptist University,34.186673,-101.729564
1327,3,West Texas A & M University,34.981996,-101.9158
1328,3,Wiley College,32.537646,-94.376821
1329,3,Brigham Young University-Provo,40.250851,-111.649281
1330,3,Brigham Young University-Hawaii,21.641172,-157.925358
1331,3,Dixie State University,37.103875,-113.565894
1332,3,Southern Utah University,37.674617,-113.070146
1333,3,Stevens-Henager College-Ogden,41.232847,-112.011617
1334,3,Stevens-Henager College of Business-Provo,40.269691,-111.713264
1335,3,Utah State University,41.740748,-111.81391
1336,3,Utah Valley University,40.278512,-111.717058
1337,3,University of Utah,40.762484,-111.846044
1338,3,Weber State University,41.19258,-111.94484
1339,3,Westminster College,40.731495,-111.855553
1340,3,Bennington College,42.92004,-73.237498
1341,3,Burlington College,44.49117,-73.228181
1342,3,Castleton State College,43.607982,-73.181486
1343,3,Champlain College,44.47295,-73.204354
1344,3,Goddard College,44.27912,-72.437252
1345,3,Green Mountain College,43.517134,-73.241107
1346,3,Johnson State College,44.641736,-72.671154
1347,3,Lyndon State College,44.53433,-72.024563
1348,3,Marlboro College,42.839603,-72.736552
1349,3,Middlebury College,44.009117,-73.176068
1350,3,Norwich University,44.139402,-72.660129
1351,3,Saint Michael's College,44.494212,-73.163136
1352,3,SIT Graduate Institute,42.891035,-72.56738
1353,3,College of St Joseph,43.599777,-73.007033
1354,3,Southern Vermont College,42.867031,-73.21866
1355,3,Sterling College,44.65225,-72.382372
1356,3,Vermont Technical College,43.939321,-72.605179
1357,3,University of Vermont,44.479262,-73.198128
1358,3,Averett University,36.577273,-79.413214
1359,3,Bluefield College,37.245681,-81.244879
1360,3,Bridgewater College,38.378391,-78.969011
1361,3,College of William and Mary,37.27195,-76.709395
1362,3,Regent University,36.800929,-76.192844
1363,3,Christopher Newport University,37.061502,-76.486978
1364,3,Emory & Henry College,36.772543,-81.831737
1365,3,Eastern Mennonite University,38.478611,-78.876077
1366,3,Ferrum College,36.926648,-80.020864
1367,3,George Mason University,38.83088,-77.30794
1368,3,Hampden-Sydney College,37.242482,-78.461371
1369,3,Hampton University,37.022084,-76.337647
1370,3,Hollins University,37.354629,-79.942196
1371,3,James Madison University,38.435332,-78.871663
1372,3,Liberty University,37.350345,-79.179688
1373,3,Longwood University,37.301073,-78.395789
1374,3,Lynchburg College,37.397678,-79.184153
1375,3,Mary Baldwin College,38.154799,-79.068325
1376,3,University of Mary Washington,38.302206,-77.474392
1377,3,Marymount University,38.905552,-77.128799
1378,3,Norfolk State University,36.848262,-76.26393
1379,3,Old Dominion University,36.884919,-76.309653
1380,3,Radford University,37.136914,-80.549731
1381,3,Randolph-Macon College,37.749654,-77.472253
1382,3,Randolph College,37.437429,-79.17079
1383,3,University of Richmond,37.577625,-77.538702
1384,3,Roanoke College,37.29686,-80.056433
1385,3,Shenandoah University,39.166058,-78.158376
1386,3,Southern Virginia University,37.740669,-79.350296
1387,3,Sweet Briar College,37.556317,-79.079735
1388,3,The University of Virginia's College at Wise,36.971468,-82.558728
1389,3,Virginia Intermont College,36.605006,-82.17614
1390,3,Virginia Polytechnic Institute and State University,37.228561,-80.423267
1391,3,Virginia Commonwealth University,37.547631,-77.453597
1392,3,University of Virginia-Main Campus,38.036546,-78.502599
1393,3,Virginia Military Institute,37.790644,-79.435737
1394,3,Virginia State University,37.236453,-77.419886
1395,3,Virginia Union University,37.561864,-77.450954
1396,3,Virginia Wesleyan College,36.868417,-76.18606
1397,3,Washington and Lee University,37.787832,-79.445724
1398,3,Central Washington University,47.004957,-120.537716
1399,3,City University of Seattle,47.61734,-122.344331
1400,3,Eastern Washington University,47.491293,-117.589371
1401,3,The Evergreen State College,47.07382,-122.977492
1402,3,Gonzaga University,47.668144,-117.403062
1403,3,Heritage University,46.374571,-120.395287
1404,3,Trinity Lutheran College,47.980328,-122.207663
1405,3,Northwest University,47.657743,-122.191505
1406,3,Pacific Lutheran University,47.145494,-122.445372
1407,3,University of Puget Sound,47.263651,-122.479714
1408,3,Saint Martin's University,47.04328,-122.815732
1409,3,Seattle Pacific University,47.649338,-122.362923
1410,3,Seattle University,47.610138,-122.3197
1411,3,Walla Walla University,46.047,-118.389771
1412,3,Washington State University,46.730448,-117.158168
1413,3,University of Washington-Seattle Campus,47.656213,-122.313115
1414,3,Western Washington University,48.737236,-122.484873
1415,3,Whitman College,46.07135,-118.33016
1416,3,Whitworth University,47.753699,-117.418078
1417,3,Alderson Broaddus University,39.158067,-80.047728
1418,3,Bethany College,40.204594,-80.56916
1419,3,Bluefield State College,37.26688,-81.235428
1420,3,University of Charleston,38.332577,-81.618667
1421,3,Concord University,37.423854,-81.005694
1422,3,Davis & Elkins College,38.928693,-79.846391
1423,3,Fairmont State University,39.485925,-80.161844
1424,3,Glenville State College,38.935341,-80.833597
1425,3,Marshall University,38.42261,-82.43065
1426,3,Ohio Valley University,39.31236,-81.5392
1427,3,West Virginia University at Parkersburg,39.216379,-81.506192
1428,3,Shepherd University,39.434319,-77.804844
1429,3,West Virginia State University,38.379002,-81.76802
1430,3,West Liberty University,40.162473,-80.604054
1431,3,West Virginia University Institute of Technology,38.179427,-81.325199
1432,3,West Virginia Wesleyan College,38.990476,-80.217094
1433,3,West Virginia University,39.63468,-79.953926
1434,3,Wheeling Jesuit University,40.070873,-80.690804
1435,3,Alverno College,42.983518,-87.965498
1436,3,Beloit College,42.50363,-89.03147
1437,3,Cardinal Stritch University,43.139752,-87.909045
1438,3,Carroll University,43.004647,-88.227962
1439,3,Carthage College,42.622893,-87.820706
1440,3,Concordia University-Wisconsin,43.254217,-87.916628
1441,3,Edgewood College,43.058727,-89.422122
1442,3,Lakeland College,43.841863,-87.884956
1443,3,Lawrence University,44.261323,-88.397822
1444,3,Maranatha Baptist University,43.195709,-88.735055
1445,3,Marian University,43.777411,-88.420638
1446,3,Marquette University,43.038766,-87.928121
1447,3,Milwaukee School of Engineering,43.045364,-87.907691
1448,3,Mount Mary University,43.072303,-88.030594
1449,3,Northland International University,45.58114,-88.095933
1450,3,Northland College,46.578983,-90.874991
1451,3,Ripon College,43.842383,-88.8426
1452,3,Saint Norbert College,44.444651,-88.067301
1453,3,Silver Lake College of the Holy Family,44.071038,-87.742961
1454,3,Viterbo University,43.802291,-91.244095
1455,3,University of Wisconsin-Whitewater,42.835563,-88.742368
1456,3,University of Wisconsin-Eau Claire,44.798431,-91.500432
1457,3,University of Wisconsin-Green Bay,44.531102,-87.920499
1458,3,University of Wisconsin-La Crosse,43.815295,-91.230149
1459,3,Wisconsin Lutheran College,43.036943,-88.022718
1460,3,University of Wisconsin-Oshkosh,44.024985,-88.549282
1461,3,University of Wisconsin-Parkside,42.646074,-87.855407
1462,3,University of Wisconsin-Stout,44.88861,-91.929461
1463,3,University of Wisconsin-Superior,46.717548,-92.089039
1464,3,University of Wisconsin-Madison,43.073858,-89.405356
1465,3,University of Wisconsin-Milwaukee,43.076848,-87.880488
1466,3,University of Wisconsin-Platteville,42.733936,-90.492709
1467,3,University of Wisconsin-River Falls,44.852647,-92.625316
1468,3,University of Wisconsin-Stevens Point,44.529582,-89.570934
1469,3,University of Wyoming,41.311943,-105.57204
1470,3,Stanford University,37.431746,-122.182212
1471,3,Purdue University-Main Campus,40.428206,-86.914435
1472,3,City College-Fort Lauderdale,26.18748,-80.17007
1473,3,St John's College,35.666789,-105.912226
1474,3,Antioch University-Los Angeles,33.98764,-118.384651
1475,3,Antioch University-Santa Barbara,34.418961,-119.695655
1476,3,Antioch University-New England,42.932344,-72.293798
1477,3,Antioch University-Seattle,47.61696,-122.342647
1478,3,Antioch University-Midwest,39.795828,-83.892094
1479,3,Mid-America Christian University,35.347785,-97.578297
1480,3,Brandman University,33.655684,-117.768624
1481,3,New College of Florida,27.384925,-82.55858
1482,3,Mayo Graduate School,44.020617,-92.466919
1483,3,Pennsylvania College of Technology,41.2369,-77.0265
1484,3,California State University-San Marcos,33.129115,-117.158013
1485,3,Hodges University,26.277222,-81.741241
1486,3,Remington College-Honolulu Campus,21.309273,-157.860023
1487,3,University of Washington-Bothell Campus,47.760718,-122.191454
1488,3,University of Washington-Tacoma Campus,47.244967,-122.437499
1489,3,Baker College of Port Huron,42.978709,-82.469672
1490,3,Beacon College,28.810799,-81.875619
1491,3,Everglades University,26.391218,-80.108331
1492,3,Soka University of America,33.549425,-117.734893
1493,3,Baker College of Auburn Hills,42.659868,-83.249027
1494,3,Baker College of Clinton Township,42.553231,-82.90907
1495,3,Baker College of Cadillac,44.268014,-85.380045
1496,3,City College-Gainesville,29.65601,-82.4168
1497,3,California State University-Monterey Bay,36.653724,-121.799216
1498,3,Baker College of Jackson,42.278175,-84.451226
1499,3,Baker College Center for Graduate Studies,42.974759,-83.694495
1500,3,Johnson & Wales University-North Miami,25.894337,-80.164797
1501,3,Trine University-Regional/Non-Traditional Campuses,41.176826,-85.108364
1502,3,Ottawa University-Milwaukee,43.02963,-88.115185
1503,3,Western Governors University,40.684783,-111.869857
1504,3,Florida Gulf Coast University,26.464262,-81.773578
1505,3,Michigan Jewish Institute,42.478209,-83.183286
1506,3,City College-Miami,25.683673,-80.316377
1507,3,Stevens-Henager College-Murray,40.659626,-111.902145
1508,3,Johnson & Wales University-Denver,39.747969,-104.905511
1509,3,Marlboro College-Graduate School,42.850323,-72.55636
1510,3,San Diego State University-Imperial Valley Campus,32.672361,-115.492718
1511,3,Nevada State College,35.987249,-114.938929
1512,3,California State University-Channel Islands,34.162949,-119.04356
1513,3,Baker College of Allen Park,42.274542,-83.203166
1514,3,Flagler College-Tallahassee,30.444664,-84.341098
1515,3,Central Methodist University-College of Graduate and Extended Studies,39.150383,-92.686156
1516,3,Johnson & Wales University-Charlotte,35.23294,-80.8509
1517,3,Ave Maria University,26.33711,-81.441082
1518,3,Harrisburg University of Science and Technology,40.261303,-76.8808
1519,3,Stevens-Henager College-Logan,41.718039,-111.835961
1520,3,Union Graduate College,42.816692,-73.92838
1521,3,Georgia Gwinnett College,33.979915,-84.001135
1522,3,Doane College-Lincoln Grand Island and Master,40.815541,-96.650758
1523,3,Shorter University-College of Adult & Professional Programs,33.92764,-84.482301
1524,3,College America-Colorado Springs,38.840858,-104.760241
1525,3,The Robert B Miller College,42.333225,-85.178861
1526,3,University of South Florida-St Petersburg,27.762618,-82.635657
1527,3,University of the West,34.045985,-118.082964
1528,3,Averett University-Non-Traditional Programs,36.577257,-79.413195
1529,3,LIU Riverhead,40.876143,-72.6991
1530,3,University of South Florida-Sarasota-Manatee,27.391766,-82.562951
1531,3,The Kingâ€™s College,40.706861,-74.012348
1532,3,Ottawa University-Online,38.602692,-95.263775
1533,3,Providence Christian College,34.17275,-118.118491
1534,3,Polytechnic University of Puerto Rico-Orlando,28.55147,-81.254951
